0.004057       0              0              
0.012171       0              0              
0.020285       2.46488e-06    2.46488e-06    
0.028399       2.46488e-06    2.46488e-06    
0.036513       7.39463e-06    4.26929e-06    
0.044627       2.46488e-06    2.46488e-06    
0.052741       4.92975e-06    3.48586e-06    
0.060855       1.47893e-05    6.03769e-06    
0.068969       1.47893e-05    6.03769e-06    
0.077083       1.72541e-05    6.52145e-06    
0.085197       1.72541e-05    6.52145e-06    
0.093311       1.9719e-05     6.97172e-06    
0.101425       2.46488e-05    7.79462e-06    
0.109539       2.46488e-05    7.79462e-06    
0.117653       4.92975e-05    1.10233e-05    
0.125767       5.9157e-05     1.20754e-05    
0.133881       5.9157e-05     1.20754e-05    
0.141995       6.16219e-05    1.23244e-05    
0.150109       5.9157e-05     1.20754e-05    
0.158223       8.38058e-05    1.43726e-05    
0.166337       4.92975e-05    1.10233e-05    
0.174451       9.8595e-05     1.55892e-05    
0.182565       0.000103525    1.59742e-05    
0.190679       0.000103525    1.59742e-05    
0.198793       0.00010106     1.57829e-05    
0.206907       0.000118314    1.70772e-05    
0.215021       0.00010599     1.61633e-05    
0.223135       0.000170076    2.04748e-05    
0.231249       0.000150357    1.92513e-05    
0.239363       0.000150357    1.92513e-05    
0.247477       0.000216909    2.31226e-05    
0.255591       0.000234163    2.40246e-05    
0.263705       0.000165147    2.01759e-05    
0.271819       0.000214444    2.29908e-05    
0.279933       0.000280996    2.63176e-05    
0.288047       0.000268671    2.5734e-05     
0.296161       0.000280996    2.63176e-05    
0.304275       0.00030318     2.73368e-05    
0.312389       0.000310574    2.76681e-05    
0.320503       0.000276066    2.60858e-05    
0.328617       0.000357407    2.9681e-05     
0.336731       0.000315504    2.78868e-05    
0.344845       0.000364802    2.99865e-05    
0.352959       0.000367266    3.00876e-05    
0.361073       0.000411634    3.18532e-05    
0.369187       0.000441213    3.29777e-05    
0.377301       0.00038945     3.0983e-05     
0.385415       0.000488045    3.46838e-05    
0.393529       0.000525018    3.59736e-05    
0.401643       0.000529948    3.61421e-05    
0.409757       0.00050037     3.5119e-05     
0.417871       0.00049051     3.47713e-05    
0.425985       0.000633473    3.95149e-05    
0.434099       0.000667981    4.05769e-05    
0.442213       0.000566921    3.73816e-05    
0.450327       0.000648262    3.99735e-05    
0.458441       0.00069756     4.14655e-05    
0.466555       0.000670446    4.06517e-05    
0.474669       0.00070249     4.16118e-05    
0.482783       0.000650727    4.00494e-05    
0.490897       0.000672911    4.07263e-05    
0.499011       0.000803549    4.45043e-05    
0.507125       0.000847917    4.57165e-05    
0.515239       0.000754252    4.31176e-05    
0.523353       0.000838058    4.54499e-05    
0.531467       0.000877496    4.6507e-05     
0.539581       0.000887355    4.67676e-05    
0.547695       0.00100074     4.96657e-05    
0.555809       0.000956372    4.85522e-05    
0.563923       0.0011018      5.21131e-05    
0.572037       0.0010106      4.99097e-05    
0.580151       0.00100567     4.97878e-05    
0.588265       0.00098595     4.92973e-05    
0.596379       0.00104264     5.06948e-05    
0.604493       0.00110426     5.21713e-05    
0.612607       0.0010525      5.09339e-05    
0.620721       0.00110673     5.22295e-05    
0.628835       0.00125955     5.5719e-05     
0.636949       0.00126941     5.59366e-05    
0.645063       0.00121765     5.47843e-05    
0.653177       0.00134829     5.76483e-05    
0.661291       0.00120532     5.45064e-05    
0.669405       0.00139019     5.85372e-05    
0.677519       0.00136554     5.8016e-05     
0.685633       0.00137047     5.81206e-05    
0.693747       0.00142963     5.93617e-05    
0.701861       0.00148139     6.04268e-05    
0.709975       0.00154548     6.172e-05      
0.718089       0.00153069     6.1424e-05     
0.726203       0.0016071      6.29384e-05    
0.734317       0.00168105     6.43701e-05    
0.742431       0.0015159      6.11265e-05    
0.750545       0.00164407     6.36583e-05    
0.758659       0.00169337     6.46056e-05    
0.766773       0.00160956     6.29867e-05    
0.774887       0.00162189     6.32274e-05    
0.783001       0.0017476      6.56319e-05    
0.791115       0.00185112     6.75479e-05    
0.799229       0.00183387     6.72323e-05    
0.807343       0.00190042     6.84414e-05    
0.815457       0.00191521     6.87072e-05    
0.823571       0.00194232     6.91918e-05    
0.831685       0.00187331     6.79514e-05    
0.839799       0.00199162     7.00644e-05    
0.847913       0.00195958     6.94984e-05    
0.856027       0.00193        6.89719e-05    
0.864141       0.00205817     7.12254e-05    
0.872255       0.00221346     7.38634e-05    
0.880369       0.00212719     7.24097e-05    
